订单号,商品名称,商品一级分类,订单创建时间
180111111642058400016,广东皇帝柑,应季水果,2018-01-11 11:16:42
180111111642058400016,  陕西野生猕猴桃小果,应季水果,2018-01-11 11:16:42
180111111504000300010,广西国产香蕉,应季水果,2018-01-11 11:15:04
180111111436072300004,促销香蕉,应季水果,2018-01-11 11:14:36
180111111405057500016,凤梨（佳农） 斤,应季水果,2018-01-11 11:14:05
180111111345082700024,白心火龙果小果,应季水果,2018-01-11 11:13:45
180111111345082700024,金帅苹果,应季水果,2018-01-11 11:13:45
180111111331041800001,盒装龙眼,精品水果,2018-01-11 11:13:31
180111111331041800001,水仙芒果,精品水果,2018-01-11 11:13:31
180111111331041800001,特价,精品水果,2018-01-11 11:13:31
180111111331041800001,特价,精品水果,2018-01-11 11:13:31
180111111146091400001,新疆纸皮核桃,应季水果,2018-01-11 11:11:46
180111111146091400001,特价红心火龙果,应季水果,2018-01-11 11:11:46
180111111146091400001,南美进口香蕉 斤,应季水果,2018-01-11 11:11:46
180111110427088500002,河北皇冠梨 河北斤,应季水果,2018-01-11 11:04:27
180111110427088500002,甜宝草莓,应季水果,2018-01-11 11:04:27
180111110427075500016,二级香梨,应季水果,2018-01-11 11:04:27
180111110427075500016,促销香蕉,应季水果,2018-01-11 11:04:27
180111105011036300003,莱阳梨,应季水果,2018-01-11 10:50:11
180111105011036300003,精品富士,应季水果,2018-01-11 10:50:11
180111104753060700003,青皮桔子,应季水果,2018-01-11 10:47:53
180111104753060700003,河北皇冠梨 河北斤,应季水果,2018-01-11 10:47:53
180111104631018800006,促销香蕉,应季水果,2018-01-11 10:46:31
180111104623083200002,广西沙糖桔,应季水果,2018-01-11 10:46:23
180111104316024500014,青皮桔子,应季水果,2018-01-11 10:43:16
180111104254047800002,红绣球火龙果筐装中果,应季水果,2018-01-11 10:42:54
180111103841032600005,广东皇帝柑,应季水果,2018-01-11 10:38:41
180111102919051200005,澳橙,精品水果,2018-01-11 10:29:19
180111102919051200005,特价沙糖桔,应季水果,2018-01-11 10:29:19
180111102712000400003,特价,应季水果,2018-01-11 10:27:12
180111102617062700005,广西大红柿,应季水果,2018-01-11 10:26:17
180111102549037500008,国产香蕉 一级海南斤,应季水果,2018-01-11 10:25:49
180111102301085800004,小台农芒果,应季水果,2018-01-11 10:23:01
180111101820055300001,红心柚子,精品水果,2018-01-11 10:18:20
180111101647014200007,特价红心火龙果,应季水果,2018-01-11 10:16:47
180111101647014200007,红绣球火龙果大果,应季水果,2018-01-11 10:16:47
180111101328061900003,菠萝蜜,精品水果,2018-01-11 10:13:28
180111101240047900014,红绣球火龙果筐装中果,应季水果,2018-01-11 10:12:40
180111101240047900014,南美进口香蕉 斤,应季水果,2018-01-11 10:12:40
180111100732062400014,广东皇帝柑,应季水果,2018-01-11 10:07:32
180111100732062400014,广西国产香蕉,应季水果,2018-01-11 10:07:32
180111100707083900001,广东皇帝柑,应季水果,2018-01-11 10:07:07
180111100707083900001,皇冠梨,应季水果,2018-01-11 10:07:07
180111100707083900001,广西沙糖桔,应季水果,2018-01-11 10:07:07
180111100707083900001,特价,精品水果,2018-01-11 10:07:07
180111100557000900008,烟台富士苹果75,应季水果,2018-01-11 10:05:57
180111100139067900013,比利时啤梨,精品水果,2018-01-11 10:01:39
180111094910004000008,金帅苹果,应季水果,2018-01-11 09:49:10
180111094327017000002,广西国产香蕉,应季水果,2018-01-11 09:43:27
180111094327017000002,江西小贡桔,应季水果,2018-01-11 09:43:27
180111093418063900004,明月苹果,应季水果,2018-01-11 09:34:18
180111093418063900004,促销香蕉,应季水果,2018-01-11 09:34:18
180111093141070500001,比利时啤梨,精品水果,2018-01-11 09:31:41
180111093031005200008,红绣球火龙果筐装中果,应季水果,2018-01-11 09:30:31
180111092739096400001,车厘子,精品水果,2018-01-11 09:27:39
180111092739096400001,车厘子,精品水果,2018-01-11 09:27:39
180111092739096400001,17.5橙家庭装,应季水果,2018-01-11 09:27:39
180111092739096400001,盒装龙眼,精品水果,2018-01-11 09:27:39
180111092542082200010,促销香蕉,应季水果,2018-01-11 09:25:42
180111092258043500006,陕西精品野生盒装猕猴桃,应季水果,2018-01-11 09:22:58
180111091620030800003,蜂蜜奇异果,应季水果,2018-01-11 09:16:20
180111091620030800003,红心柚子,精品水果,2018-01-11 09:16:20
180111090853082500005,河北皇冠梨 河北斤,应季水果,2018-01-11 09:08:53
180111090837069200006,海南圣女果,精品水果,2018-01-11 09:08:37
180110213740096500001,红心火龙果,精品水果,2018-01-10 21:37:40
180110213740096500001,菠萝蜜,精品水果,2018-01-10 21:37:40
180110213647042600002,陕西冰糖心丑苹果（称重）,精品水果,2018-01-10 21:36:47
180110213647042600002,菠萝蜜,精品水果,2018-01-10 21:36:47
180110213358084000004,广西沙糖桔,应季水果,2018-01-10 21:33:58
180110213303073600009,丑橘,应季水果,2018-01-10 21:33:03
180110212449050000009,陕西猕猴桃,应季水果,2018-01-10 21:24:49
180110211604063200004,干尧榴莲,应季水果,2018-01-10 21:16:04
180110211601036400003,库尔勒香梨,精品水果,2018-01-10 21:16:01
180110211601036400003,特价,应季水果,2018-01-10 21:16:01
180110211451041100006,江西小贡桔,应季水果,2018-01-10 21:14:51
180110211451041100006,精品富士,应季水果,2018-01-10 21:14:51
180110211051041500001,菲律宾凤梨 斤,应季水果,2018-01-10 21:10:51
180110211051041500001,进口香蕉（都乐香蕉）,应季水果,2018-01-10 21:10:51
180110210803080000006,广西圣女果,应季水果,2018-01-10 21:08:03
180110210803080000006,陕西猕猴桃,应季水果,2018-01-10 21:08:03
180110210525002100002,富崎乐猪肉脯,应季水果,2018-01-10 21:05:25
180110210515035300011,广西沙糖桔,应季水果,2018-01-10 21:05:15
180110210515035300011,广西沙糖桔,应季水果,2018-01-10 21:05:15
180110210508100400001,库尔勒香梨,精品水果,2018-01-10 21:05:08
180110210346057300007,菠萝蜜,精品水果,2018-01-10 21:03:46
180110210058009800001,广西沙糖桔,应季水果,2018-01-10 21:00:58
180110210003016700003,海南圣女果,应季水果,2018-01-10 21:00:03
180110205951042300005,特价沙糖桔,应季水果,2018-01-10 20:59:51
180110205838075100011,精品白心柚子,应季水果,2018-01-10 20:58:38
180110205822058500009,库尔勒香梨,精品水果,2018-01-10 20:58:22
180110205734003000013,红心柚子,精品水果,2018-01-10 20:57:34
180110205653069800011,特价,精品水果,2018-01-10 20:56:53
180110205649023300009,盒装龙眼,精品水果,2018-01-10 20:56:49
180110205638058500004,广西国产香蕉,应季水果,2018-01-10 20:56:38
180110205353002000005,红绣球火龙果大果,应季水果,2018-01-10 20:53:53
180110205349079100008,江西小贡桔,应季水果,2018-01-10 20:53:49
180110205349079100008,红星苹果,应季水果,2018-01-10 20:53:49
180110205349079100008,平和白心柚子（开业促销）,应季水果,2018-01-10 20:53:49
180110205302096800006,广西沙糖桔,应季水果,2018-01-10 20:53:02
180110205239095600004,南美进口香蕉 斤,应季水果,2018-01-10 20:52:39
180110205239095600004,东江湖蜜桔,应季水果,2018-01-10 20:52:39
180110205154083000009,河北皇冠梨 河北斤,应季水果,2018-01-10 20:51:54
180110205154083000009,江西赣南脐橙（中果）,应季水果,2018-01-10 20:51:54
180110205028088000007,广西沙糖桔,应季水果,2018-01-10 20:50:28
180110205028088000007,一级香梨,应季水果,2018-01-10 20:50:28
180110204919077900002,菠萝蜜,精品水果,2018-01-10 20:49:19
180110204919077900002,丑橘,应季水果,2018-01-10 20:49:19
180110204810074000010,国产红提葡萄,精品水果,2018-01-10 20:48:10
180110204724031600012,江西赣南脐橙（中果）,应季水果,2018-01-10 20:47:24
180110204724031600012,黑美人西瓜,应季水果,2018-01-10 20:47:24
180110204722069400017,促销香蕉,应季水果,2018-01-10 20:47:22
180110204722069400017,冰糖橙,应季水果,2018-01-10 20:47:22
180110204538075400013,精品富士,应季水果,2018-01-10 20:45:38
180110204510046000006,库尔勒香梨,精品水果,2018-01-10 20:45:10
180110204510046000006,韩国梨,应季水果,2018-01-10 20:45:10
180110204510046000006,东北寒富苹果,应季水果,2018-01-10 20:45:10
180110204503088200011,广西沙糖桔,应季水果,2018-01-10 20:45:03
180110204249083100005,四川红心奇异果,应季水果,2018-01-10 20:42:49
180110204249083100005,江西赣南脐橙（中果）,应季水果,2018-01-10 20:42:49
180110203806027100001,江西赣南橙,应季水果,2018-01-10 20:38:06
180110203806027100001,促销香蕉,应季水果,2018-01-10 20:38:06
180110203657012700011,促销香蕉,应季水果,2018-01-10 20:36:57
180110203640055900001,冰糖橙,应季水果,2018-01-10 20:36:40
180110203531050400008,红星苹果,应季水果,2018-01-10 20:35:31
180110203531050400008,陕西冰糖心丑苹果（称重）,精品水果,2018-01-10 20:35:31
180110203523054500003,江西赣南脐橙（中果）,应季水果,2018-01-10 20:35:23
180110203523054500003,皇冠梨,应季水果,2018-01-10 20:35:23
180110203351064800007,白心火龙果小果,精品水果,2018-01-10 20:33:51
180110203304032600001,木瓜,应季水果,2018-01-10 20:33:04
180110203037000100002,白心火龙果小果,精品水果,2018-01-10 20:30:37
180110202822101200005,国产香蕉 一级海南斤,应季水果,2018-01-10 20:28:22
180110202741101200006,国产香蕉 一级海南斤,应季水果,2018-01-10 20:27:41
180110202527025600007,广西国产香蕉,应季水果,2018-01-10 20:25:27
180110202443064000003,贵州修文猕猴桃,精品水果,2018-01-10 20:24:43
180110202443064000003,菲律宾皇帝香蕉,应季水果,2018-01-10 20:24:43
180110202419067300004,江西赣南脐橙（中果）,应季水果,2018-01-10 20:24:19
180110202312023300001,河北皇冠梨 河北斤,应季水果,2018-01-10 20:23:12
180110202156003100006,南美进口香蕉 斤,应季水果,2018-01-10 20:21:56
180110202156003100006,海南圣女果,精品水果,2018-01-10 20:21:56
180110202137055300010,陕西冰糖心丑苹果（称重）,精品水果,2018-01-10 20:21:37
180110201959099700004,冰糖橙,应季水果,2018-01-10 20:19:59
180110201920011000001,农夫山泉17.5°橙,应季水果,2018-01-10 20:19:20
180110201920011000001,促销香蕉,应季水果,2018-01-10 20:19:20
180110201826087900003,南美进口香蕉 斤,应季水果,2018-01-10 20:18:26
180110201821020400001,广西沙糖桔,应季水果,2018-01-10 20:18:21
180110201821020400001,广西大红柿,应季水果,2018-01-10 20:18:21
180110201821020400001,美国红提葡萄 斤,应季水果,2018-01-10 20:18:21
180110201752044000005,车厘子,精品水果,2018-01-10 20:17:52
180110201519008500004,黑美人西瓜,应季水果,2018-01-10 20:15:19
180110201426052900002,国产香蕉 一级海南斤,应季水果,2018-01-10 20:14:26
180110201259000800011,高原红苹果,应季水果,2018-01-10 20:12:59
180110201048031200009,精品富士,应季水果,2018-01-10 20:10:48
180110200919034000009,促销香蕉,应季水果,2018-01-10 20:09:19
180110200840020600006,皇冠梨,应季水果,2018-01-10 20:08:40
180110200824050500013,白心火龙果小果,精品水果,2018-01-10 20:08:24
180110200824050500013,库尔勒香梨（二级） 斤,应季水果,2018-01-10 20:08:24
180110200824050500013,促销香蕉,应季水果,2018-01-10 20:08:24
180110200817082800001,广西国产香蕉,应季水果,2018-01-10 20:08:17
180110200802072000004,海南圣女果,精品水果,2018-01-10 20:08:02
180110200800032500002,车厘子,精品水果,2018-01-10 20:08:00
180110200718011200008,比利时啤梨,精品水果,2018-01-10 20:07:18
180110200718011200008,四川爱媛橙,应季水果,2018-01-10 20:07:18
180110200647003800001,红心柚子,精品水果,2018-01-10 20:06:47
180110200608035700012,广西大红柿,应季水果,2018-01-10 20:06:08
180110200608033600005,陕西猕猴桃,应季水果,2018-01-10 20:06:08
180110200543079600013,江西赣南脐橙（中果）,应季水果,2018-01-10 20:05:43
180110200543079600013,江西赣南脐橙（中果）,应季水果,2018-01-10 20:05:43
180110200411081500002,韩国梨,应季水果,2018-01-10 20:04:11
180110200411081500002,菠萝蜜,精品水果,2018-01-10 20:04:11
180110200411081500002,促销香蕉,应季水果,2018-01-10 20:04:11
180110200408078400002,广西国产香蕉,应季水果,2018-01-10 20:04:08
180110200334049900006,广西沙糖桔,应季水果,2018-01-10 20:03:34
180110200334049900006,一级香梨,应季水果,2018-01-10 20:03:34
180110200230019700005,皇冠梨,应季水果,2018-01-10 20:02:30
180110200230019700005,海南圣女果,精品水果,2018-01-10 20:02:30
180110200230019700005,江西赣南橙,应季水果,2018-01-10 20:02:30
180110200230019700005,促销香蕉,应季水果,2018-01-10 20:02:30
180110200209101600002,国产猕猴桃,应季水果,2018-01-10 20:02:09
180110200200035900006,比利时啤梨,精品水果,2018-01-10 20:02:00
180110200115054800009,河北皇冠梨 河北斤,应季水果,2018-01-10 20:01:15
180110200115054800009,17.5橙家庭装,应季水果,2018-01-10 20:01:15
180110200115054800009,高乐密芒果,精品水果,2018-01-10 20:01:15
180110200014084700010,广东皇帝柑,应季水果,2018-01-10 20:00:14
180110200014084700010,广西沙糖桔,应季水果,2018-01-10 20:00:14
180110195952033800003,国产猕猴桃,应季水果,2018-01-10 19:59:52
180110195906000700004,广西百香果 包,应季水果,2018-01-10 19:59:06
180110195858059000001,广西国产香蕉,应季水果,2018-01-10 19:58:58
180110195856084200004,盒装龙眼,精品水果,2018-01-10 19:58:56
180110195856084200004,克瑞森无核葡萄,应季水果,2018-01-10 19:58:56
180110195856084200004,黑美人西瓜,应季水果,2018-01-10 19:58:56
180110195810087600002,江西小贡桔,应季水果,2018-01-10 19:58:10
180110195746024900008,促销香蕉,应季水果,2018-01-10 19:57:46
180110195628076100003,精品白心柚子,应季水果,2018-01-10 19:56:28
180110195425081300007,广西沙糖桔,应季水果,2018-01-10 19:54:25
180110195425081300007,皇冠梨,应季水果,2018-01-10 19:54:25
180110195337099500002,秘鲁进口蓝莓,应季水果,2018-01-10 19:53:37
180110195329010000002,特价,应季水果,2018-01-10 19:53:29
180110195329010000002,菠萝蜜,精品水果,2018-01-10 19:53:29
180110195319065000002,白心火龙果大果,应季水果,2018-01-10 19:53:19
180110195051072700003,特价沙糖桔,应季水果,2018-01-10 19:50:51
180110195051072700003,菲律宾凤梨 斤,应季水果,2018-01-10 19:50:51
180110195041035100008,特价,应季水果,2018-01-10 19:50:41
180110195029009200001,广西国产香蕉,应季水果,2018-01-10 19:50:29
180110195029009200001,红提葡萄,应季水果,2018-01-10 19:50:29
180110195019101200002,韩国梨,应季水果,2018-01-10 19:50:19
180110195008087800007,车厘子,精品水果,2018-01-10 19:50:08
180110194953076700001,四川爱媛橙,应季水果,2018-01-10 19:49:53
180110194953076700001,美国红蛇果,应季水果,2018-01-10 19:49:53
180110194953076700001,广西沙糖桔,应季水果,2018-01-10 19:49:53
180110194930072700002,冰糖橙,应季水果,2018-01-10 19:49:30
180110194930072700002,促销香蕉,应季水果,2018-01-10 19:49:30
180110194858039500003,盒装龙眼,精品水果,2018-01-10 19:48:58
180110194858039500003,广西沙糖桔,应季水果,2018-01-10 19:48:58
180110194835082800003,木瓜,应季水果,2018-01-10 19:48:35
180110194800080600010,国产红提葡萄,精品水果,2018-01-10 19:48:00
180110194647058900003,广西沙糖桔,应季水果,2018-01-10 19:46:47
180110194641059300001,特价苹果,应季水果,2018-01-10 19:46:41
180110194641059300001,促销香蕉,应季水果,2018-01-10 19:46:41
180110194626073100007,广东皇帝柑,应季水果,2018-01-10 19:46:26
180110194613064200002,  陕西野生猕猴桃小果,应季水果,2018-01-10 19:46:13
180110194613064200002,陕西猕猴桃,应季水果,2018-01-10 19:46:13
180110194538072600009,新疆若羌红枣,应季水果,2018-01-10 19:45:38
180110194538003500012,南美进口香蕉 斤,应季水果,2018-01-10 19:45:38
180110194326017700004,黑美人西瓜,应季水果,2018-01-10 19:43:26
180110194218048300006,四川爱媛橙,应季水果,2018-01-10 19:42:18
180110194149100800003,广西圣女果,应季水果,2018-01-10 19:41:49
180110194135087100003,辽宁南果梨,应季水果,2018-01-10 19:41:35
180110194135087100003,促销香蕉,应季水果,2018-01-10 19:41:35
180110193939084500001,促销香蕉,应季水果,2018-01-10 19:39:39
180110193939084500001,特价苹果,应季水果,2018-01-10 19:39:39
180110193939084500001,白心火龙果小果,精品水果,2018-01-10 19:39:39
180110193824013600006,小台农芒果,应季水果,2018-01-10 19:38:24
180110193746089200009,库尔勒香梨（二级） 斤,应季水果,2018-01-10 19:37:46
180110193744037400003,云南精品甘蔗肉,应季水果,2018-01-10 19:37:44
180110193744037400003,菲律宾凤梨 斤,应季水果,2018-01-10 19:37:44
180110193437094000005,广西金桔,应季水果,2018-01-10 19:34:37
180110193434069600001,特价贡桔,应季水果,2018-01-10 19:34:34
180110193434069600001,广西国产香蕉,应季水果,2018-01-10 19:34:34
180110193412006700007,国产香蕉 一级海南斤,应季水果,2018-01-10 19:34:12
180110193412006700007,皇冠梨,应季水果,2018-01-10 19:34:12
180110193100071600002,促销香蕉,应季水果,2018-01-10 19:31:00
180110193100071600002,促销香蕉,应季水果,2018-01-10 19:31:00
180110193100071600002,精品白心柚子,应季水果,2018-01-10 19:31:00
180110193029083500003,库尔勒香梨（二级） 斤,应季水果,2018-01-10 19:30:29
180110192930063200002,国产香蕉 一级海南斤,应季水果,2018-01-10 19:29:30
180110192930063200002,陕西猕猴桃,应季水果,2018-01-10 19:29:30
180110192926098700004,国产香蕉 一级海南斤,应季水果,2018-01-10 19:29:26
180110192850001900005,库尔勒香梨,精品水果,2018-01-10 19:28:50
180110192805001900012,特价沙糖桔,应季水果,2018-01-10 19:28:05
180110192757036600004,菠萝蜜,精品水果,2018-01-10 19:27:57
180110192653032400001,韩国梨,应季水果,2018-01-10 19:26:53
180110192653032400001,新疆阿克苏冰糖心苹果,应季水果,2018-01-10 19:26:53
180110192653032400001,红心柚子,精品水果,2018-01-10 19:26:53
180110192653032400001,东北寒富苹果,应季水果,2018-01-10 19:26:53
180110192652011200004,河北皇冠梨 河北斤,应季水果,2018-01-10 19:26:52
180110192503024000009,广西国产香蕉,应季水果,2018-01-10 19:25:03
180110192453055800001,  陕西野生猕猴桃小果,应季水果,2018-01-10 19:24:53
180110192350016000002,高原红苹果,应季水果,2018-01-10 19:23:50
180110192340044500003,广西沙糖桔,应季水果,2018-01-10 19:23:40
180110192340044500003,  陕西野生猕猴桃小果,应季水果,2018-01-10 19:23:40
180110192333062100005,陕西猕猴桃,应季水果,2018-01-10 19:23:33
180110192333062100005,广西金桔,应季水果,2018-01-10 19:23:33
180110192305007800010,促销香蕉,应季水果,2018-01-10 19:23:05
180110192245088900001,盒装龙眼,精品水果,2018-01-10 19:22:45
180110192245088900001,新疆若羌红枣,应季水果,2018-01-10 19:22:45
180110192222087900003,高原红苹果,应季水果,2018-01-10 19:22:22
180110192143070500005,促销香蕉,应季水果,2018-01-10 19:21:43
180110192104000900001,南美进口香蕉 斤,应季水果,2018-01-10 19:21:04
180110192104000900001,江西赣南脐橙（中果）,应季水果,2018-01-10 19:21:04
180110191704012800001,南美进口香蕉 斤,应季水果,2018-01-10 19:17:04
180110191704012800001,广西沙糖桔,应季水果,2018-01-10 19:17:04
180110191652010600007,国产红提葡萄,精品水果,2018-01-10 19:16:52
180110191652010600007,国产红提葡萄,精品水果,2018-01-10 19:16:52
180110191530004400005,广东皇帝柑,应季水果,2018-01-10 19:15:30
180110191510071100003,河北皇冠梨 河北斤,应季水果,2018-01-10 19:15:10
180110191510071100003,红星苹果,应季水果,2018-01-10 19:15:10
180110191510071100003,东江湖蜜桔,应季水果,2018-01-10 19:15:10
180110191413008300008,南美进口香蕉 斤,应季水果,2018-01-10 19:14:13
180110191407085800002,广西沙糖桔,应季水果,2018-01-10 19:14:07
180110191215065700002,平和红肉柚子,应季水果,2018-01-10 19:12:15
180110191154066000003,江西赣南脐橙（中果）,应季水果,2018-01-10 19:11:54
180110191154066000003,库尔勒香梨（二级） 斤,应季水果,2018-01-10 19:11:54
180110191154066000003,冰糖橙,应季水果,2018-01-10 19:11:54
180110191154066000003,促销香蕉,应季水果,2018-01-10 19:11:54
180110191033035500003,平和有机黄金柚子,应季水果,2018-01-10 19:10:33
180110190910084000007,红心柚子,精品水果,2018-01-10 19:09:10
180110190654034500002,精品白心柚子,应季水果,2018-01-10 19:06:54
180110190601023200008,南美进口香蕉 斤,应季水果,2018-01-10 19:06:01
180110190601023200008,促销香蕉,应季水果,2018-01-10 19:06:01
180110190513037600002,陕西猕猴桃,应季水果,2018-01-10 19:05:13
180110190513037600002,国产香蕉 一级海南斤,应季水果,2018-01-10 19:05:13
180110190509048700001,广西沙糖桔,应季水果,2018-01-10 19:05:09
180110190509048700001,红心蜜柚 斤,应季水果,2018-01-10 19:05:09
180110190446053300007,广西国产香蕉,应季水果,2018-01-10 19:04:46
180110190422051200005,库尔勒香梨,精品水果,2018-01-10 19:04:22
180110190422051200005,普通白心柚子,应季水果,2018-01-10 19:04:22
180110190304062200005,红心柚子,精品水果,2018-01-10 19:03:04
180110190304062200005,澳橙,精品水果,2018-01-10 19:03:04
180110190111044900004,广东皇帝柑,应季水果,2018-01-10 19:01:11
180110190024007000001,广西金桔,应季水果,2018-01-10 19:00:24
180110190003065400004,特价,精品水果,2018-01-10 19:00:03
180110185919091300004,特价,精品水果,2018-01-10 18:59:19
180110185847098400001,进口香蕉（都乐香蕉）,应季水果,2018-01-10 18:58:47
180110185847098400001,国产红提葡萄,精品水果,2018-01-10 18:58:47
180110185847098400001,红心柚子,精品水果,2018-01-10 18:58:47
180110185845099300002,云南精品甘蔗肉,应季水果,2018-01-10 18:58:45
180110185828093300007,东北寒富苹果,应季水果,2018-01-10 18:58:28
180110185828093300007,广西国产香蕉,应季水果,2018-01-10 18:58:28
180110185613089800004,农夫山泉17.5°橙,应季水果,2018-01-10 18:56:13
180110185530022700003,东江湖蜜桔,应季水果,2018-01-10 18:55:30
180110185510043000004,库尔勒香梨（一级）,应季水果,2018-01-10 18:55:10
180110185452044600005,比利时啤梨,精品水果,2018-01-10 18:54:52
180110185452044600005,特价,应季水果,2018-01-10 18:54:52
180110185356040800008,车厘子,精品水果,2018-01-10 18:53:56
180110185317002600002,广东皇帝柑,应季水果,2018-01-10 18:53:17
180110185249055200002,翠香奇异果,应季水果,2018-01-10 18:52:49
180110185213095500002,新疆纸皮核桃,应季水果,2018-01-10 18:52:13
180110185213095500002,17.5橙家庭装,应季水果,2018-01-10 18:52:13
180110185213095500002,广西国产香蕉,应季水果,2018-01-10 18:52:13
180110185001035400010,红提葡萄,应季水果,2018-01-10 18:50:01
180110184913033600004,金枕榴莲,应季水果,2018-01-10 18:49:13
180110184903031700007,江西赣南橙,应季水果,2018-01-10 18:49:03
180110184903031700007,促销香蕉,应季水果,2018-01-10 18:49:03
180110184844024000001,特价,精品水果,2018-01-10 18:48:44
180110184844024000001,车厘子,精品水果,2018-01-10 18:48:44
180110184844024000001,特价,精品水果,2018-01-10 18:48:44
180110184829055100006,红提葡萄,应季水果,2018-01-10 18:48:29
180110184816035600003,东江湖蜜桔,应季水果,2018-01-10 18:48:16
180110184746037000005,盒装龙眼（储值专享）,精品水果,2018-01-10 18:47:46
180110184738076900003,车厘子,精品水果,2018-01-10 18:47:38
180110184722005300003,西州蜜 ,应季水果,2018-01-10 18:47:22
180110184638079700006,冰糖橙,应季水果,2018-01-10 18:46:38
180110184615095000006,国产红提葡萄,精品水果,2018-01-10 18:46:15
180110184615095000006,红星苹果,应季水果,2018-01-10 18:46:15
180110184615095000006,南美进口香蕉 斤,应季水果,2018-01-10 18:46:15
180110184608072700005,特价沙糖桔,应季水果,2018-01-10 18:46:08
180110184608072700005,东北寒富苹果,应季水果,2018-01-10 18:46:08
180110184608072700005,莱阳梨,应季水果,2018-01-10 18:46:08
180110184606055900006,促销香蕉,应季水果,2018-01-10 18:46:06
180110184606055900006,韩国梨,应季水果,2018-01-10 18:46:06
180110184515094900005,泰国散装龙眼,精品水果,2018-01-10 18:45:15
180110184506073200002,白心火龙果小果,应季水果,2018-01-10 18:45:06
180110184445014400003,丑橘,应季水果,2018-01-10 18:44:45
180110184445014400003,国产红提葡萄,精品水果,2018-01-10 18:44:45
180110184404056400007,陕西冰糖心丑苹果（称重）,精品水果,2018-01-10 18:44:04
180110184404056400007,海南圣女果,精品水果,2018-01-10 18:44:04
180110184227024000001,河北皇冠梨 河北斤,应季水果,2018-01-10 18:42:27
180110184227024000001,高原红苹果,应季水果,2018-01-10 18:42:27
180110184119082400004,广西沙糖桔,应季水果,2018-01-10 18:41:19
180110184048001600005,白心火龙果大果,应季水果,2018-01-10 18:40:48
180110184007006600003,广西国产香蕉,应季水果,2018-01-10 18:40:07
180110183838054600004,国产香蕉 一级海南斤,应季水果,2018-01-10 18:38:38
180110183742083000007,农夫山泉17.5°橙,应季水果,2018-01-10 18:37:42
180110183742083000007,库尔勒香梨（一级）,应季水果,2018-01-10 18:37:42
180110183655042800001,红心柚子,精品水果,2018-01-10 18:36:55
180110183655042800001,海南圣女果,精品水果,2018-01-10 18:36:55
180110183612070800002,17.5橙家庭装,应季水果,2018-01-10 18:36:12
180110183612070800002,广西国产香蕉,应季水果,2018-01-10 18:36:12
180110183439051200007,红心柚子,精品水果,2018-01-10 18:34:39
180110183439051200007,特价,精品水果,2018-01-10 18:34:39
180110183438089300007,广西国产香蕉,应季水果,2018-01-10 18:34:38
180110183430005500006,促销香蕉,应季水果,2018-01-10 18:34:30
180110183430005500006,精品富士,应季水果,2018-01-10 18:34:30
180110183401042900007,红心柚子,精品水果,2018-01-10 18:34:01
180110183401042900007,特价,精品水果,2018-01-10 18:34:01
180110183357077100007,国产香蕉 一级海南斤,应季水果,2018-01-10 18:33:57
180110183357077100007,广西沙糖桔,应季水果,2018-01-10 18:33:57
180110183349056200007,海南圣女果,精品水果,2018-01-10 18:33:49
180110183349056200007,菲律宾皇帝香蕉 （斤菲律宾）,应季水果,2018-01-10 18:33:49
180110183349056200007,菠萝蜜,精品水果,2018-01-10 18:33:49
180110183324008100002,特价,应季水果,2018-01-10 18:33:24
180110183324008100002,高原红苹果,应季水果,2018-01-10 18:33:24
180110183308032700003,广西沙糖桔,应季水果,2018-01-10 18:33:08
180110183247031800003,白心火龙果小果,精品水果,2018-01-10 18:32:47
180110183145036100006,广西沙糖桔,应季水果,2018-01-10 18:31:45
180110183145036100006,精品富士,应季水果,2018-01-10 18:31:45
180110183114020000001,红提葡萄,应季水果,2018-01-10 18:31:14
180110183012100100001,广西沙糖桔,应季水果,2018-01-10 18:30:12
180110183012100100001,红绣球火龙果筐装中果,应季水果,2018-01-10 18:30:12
180110183012100100001,江西赣南橙,应季水果,2018-01-10 18:30:12
180110183009009100003,促销香蕉,应季水果,2018-01-10 18:30:09
180110182923004400004,17.5橙家庭装,应季水果,2018-01-10 18:29:23
180110182839067500009,促销香蕉,应季水果,2018-01-10 18:28:39
180110182837094300004,水仙芒果,应季水果,2018-01-10 18:28:37
180110182753040700005,红心火龙果 一级越南斤,应季水果,2018-01-10 18:27:53
180110182651025100007,菲律宾凤梨 斤,应季水果,2018-01-10 18:26:51
180110182557000200002,库尔勒香梨,精品水果,2018-01-10 18:25:57
180110182557000200002,冰糖橙,应季水果,2018-01-10 18:25:57
180110182548033000007,红心柚子,精品水果,2018-01-10 18:25:48
180110182417071500005,红心柚子,精品水果,2018-01-10 18:24:17
180110182313078400002,特价,精品水果,2018-01-10 18:23:13
180110182246075200001,干尧榴莲,精品水果,2018-01-10 18:22:46
180110182205062100002,河北皇冠梨 河北斤,应季水果,2018-01-10 18:22:05
180110182205062100002,精品白心柚子,应季水果,2018-01-10 18:22:05
180110182130089000006,海南圣女果,应季水果,2018-01-10 18:21:30
180110182025006100007,特价苹果,应季水果,2018-01-10 18:20:25
180110181951097800003,韩国梨,应季水果,2018-01-10 18:19:51
180110181951097800003,陕西冰糖心丑苹果（称重）,精品水果,2018-01-10 18:19:51
180110181942089000003,促销香蕉,应季水果,2018-01-10 18:19:42
180110181935089000003,海南圣女果,应季水果,2018-01-10 18:19:35
